Code,City,Country,AIRPORT
13425,Mong Hsat,Burma,Mong Hsat
13426,Molde,Norway,Aro
13427,Moudjeria,Mauritania,Moudjeria Ledfotar
13428,Mount Cook,New Zealand,Mount Cook
13429,Mount Pleasant,MI,Mount Pleasant Municipal
13430,Morondava,Madagascar,Morondava
13431,Morristown,TN,Moore-Murrell
13432,Moses Point,AK,Moses Point
13433,Minot,ND,Minot International
13434,Mountain Village,AK,Mountain Village
13435,Moscow,Russia,Moscow Metropolitan Area
13437,Monterrey,Colombia,Monterrey
13438,Moorea Island,French Polynesia,Temae
13439,Miami,FL,Watson Island International
13440,Montpelier,ID,Montpelier
13441,Morrilton,AR,Petit Jean Park
13442,Mokpo,South Korea,Mokpo
13443,Montpellier,France,Montpellier Mediterranee
13444,Maputo,Mozambique,Maputo
13445,Mount Pleasant,Falkland Islands (Islas Malvinas),Mount Pleasant
13446,Mt. Pocono,PA,Pocono Mountains Municipal
13447,McPherson,KS,McPherson
13448,Mount Pleasant,TX,Mount Pleasant Municipal
13449,Maliana,Timor-Leste,Maliana
13450,Montpelier/Barre,VT,Edward F Knapp State
13451,Miyanmin,Papua New Guinea,Miyanmin
13452,Macomb,IL,Macomb Municipal
13453,Indianapolis,IN,Indianapolis Regional
13454,Mildura,Australia,Mildura
13455,Mo I Rana,Norway,Rossvoll
13456,Nelspruit,South Africa,Kruger Mpumalanga International
13457,Moundou,Chad,Moundou
13458,Mustique,Saint Vincent and the Grenadines,Mustique
13459,Marquette,MI,Sawyer International
13460,Mek'ele,Ethiopia,Mek'ele
13461,Smyrna,TN,Smyrna
13462,Misurata,Libya,Misrata International
13463,Martinsburg,WV,Eastern WV Regional/Shepherd Field
13464,Columbia,TN,Maury County
13465,Merida,Venezuela,Alberto Carnevalli
13466,Morehead City,NC,Beaufort Morehead City
13467,Anchorage,AK,Merrill Field
13469,Marco Island,FL,Marco Island
13470,Morganton,NC,Morganton Lenoir
13471,Grand Case,Saint Martin,Grand Case
13472,Marseille,France,Marseille Provence
13473,Mauritius Island,Mauritius,Sir Seewoosagur Ramgoolam International
13474,Mineralnyye Vody,Russia,Mineralnyye Vody
13475,Margarita Island,Venezuela,Del Caribe International
13476,Monterey,CA,Monterey Regional
13477,Moree,Australia,Moree
13478,Grenada,MS,Grenada Municipal
13479,Muskrat Dam,Canada,Muskrat Dam
13480,Mesa,AZ,Falcon Field
13481,Manston,United Kingdom,Manston
13482,Masirah,Oman,Masirah
13483,Misawa,Japan,Misawa AB
13484,Muscle Shoals,AL,Northwest Alabama Regional
13485,Madison,WI,Dane County Regional-Truax Field
13486,Missoula,MT,Missoula International
13487,Minneapolis,MN,Minneapolis-St Paul International
13488,Minsk,Belarus,Minsk 2
13490,Massena,NY,Massena International-Richards Field
13491,Maastricht,Netherlands,Maastricht Aachen
13492,Maseru,Lesotho,Moshoeshoe I International
13493,Monticello,NY,Sullivan County International
13494,Massawa,Eritrea,Massawa International
13495,New Orleans,LA,Louis Armstrong New Orleans International
13496,Namibe,Angola,Yuri Gagarin
13497,Colstrip,MT,Colstrip
13498,Mt. Clemens,MI,Selfridge Angb
13499,Mt. Sandford,Australia,Mount Sanford Station
13500,Monte Alegre,Brazil,Monte Alegre
13501,Marathon,FL,The Florida Keys Marathon International
13502,Montrose/Delta,CO,Montrose Regional
13503,Maitland,Australia,Maitland
13504,Metlakatla,AK,Metlakatala
13505,Baltimore,MD,Martin State
13506,Mattoon/Charleston,IL,Coles County Memorial
13507,Montauk Point,NY,Sky Portal
13508,Monteria,Colombia,Los Garzones
13509,Manzini,Swaziland,Matsapha
13510,Minatitlan,Mexico,Minatitlan
13511,Mota Lava,Vanuatu,Mota Lava
13512,Manitowoc,WI,Manitowoc County
13513,Fairbanks,AK,Metro Field
13514,Monterrey,Mexico,General Mariano Escobedo International
13515,Masada,Israel,Israel Bar Yehuda
13516,Munda,Solomon Islands,Munda
13517,Maun,Botswana,Maun
13518,Munich,Germany,Muenchen
13520,Kamuela,HI,Waimea-Kohala
13521,Mulege,Mexico,Mulege
13522,Mersa Matruh,Egypt,Mersa Matruh
13523,Moultrie,GA,Spence
13524,Maturin,Venezuela,Jose Tadeo Monagas International
13525,Mountain Home,ID,Mountain Home AFB
13526,Marudi,Malaysia,Marudi
13527,Muscatine,IA,Muscatine Municipal
13528,Multan,Pakistan,Multan International
13530,Musoma,Tanzania,Musoma
13531,Mvengue,Gabon,Mvengue
13532,Montevideo,Uruguay,Carrasco International
13533,Mossoro,Brazil,Dixsept Rosado
13534,Mandeville,Jamaica,Marlboro
13535,Morrisville,VT,Morrisville Stowe State
13536,Kayenta,AZ,Kayenta
13537,Mount Vernon,IL,Mount Vernon
13539,Maroua,Cameroon,Salak
13540,Burlington/Mount Vernon,WA,Skagit Regional
13541,Martha's Vineyard,MA,Martha's Vineyard
13543,Marion/Herrin,IL,Veterans of Southern Illinois
13544,Milwaukee,WI,Lawrence J Timmerman
13545,Mianwali,Pakistan,Mianwali
13546,Moses Lake,WA,Grant County International
13547,Mineral Wells,TX,Mineral Wells
13548,Windom,MN,Windom Municipal
13549,Middletown,OH,Middletown Regional/Hook Field
13550,Magwe,Burma,Magway
13551,Mwanza,Tanzania,Mwanza
13552,Masamba,Indonesia,Andi Jemma
13553,Monticello,UT,Monticello
13554,Maxton,NC,Laurinburg-Maxton
13555,Montgomery,AL,Maxwell AFB
13556,Marlboro,MA,Marlboro
13557,Moro,Papua New Guinea,Moro
13558,Minna,Nigeria,Minna
13559,Mexicali,Mexico,General Rodolfo Sanchez Taboada International
13560,Milan,Italy,Malpensa
13561,Maota,Samoa,Maota
13562,Maintirano,Madagascar,Maintirano
13563,Mora,Sweden,Mora
13564,McCarthy,AK,McCarthy
13565,Moruya,Australia,Moruya
13566,Mayumba,Gabon,Mayumba
13567,Maracay,Venezuela,Maracay
13568,Malindi,Kenya,Malindi
13569,Miyake Jima,Japan,Miyake Jima
13570,San Diego,CA,Montgomery Gibbs Executive
13571,Mayaguana,The Bahamas,Mayaguana
13572,Marble Canyon,AZ,Cliff Dwellers
13573,Matsuyama,Japan,Matsuyama
13574,May Creek,AK,May Creek
13575,McCall,ID,McCall Municipal
13576,Mary,Turkmenistan,Mary
13577,Myrtle Beach,SC,Myrtle Beach International
13578,Myitkyina,Burma,Myitkyina
13579,Mekoryuk,AK,Mekoryuk
13580,Marysville,CA,Yuba County
13581,Mtwara,Tanzania,Mtwara
13582,Miri,Malaysia,Miri
13584,Mocimboa Da Praia,Mozambique,Mocimboa Da Praia
13585,Makung,Taiwan,Ma Kung AB
13586,Mopti,Mali,Ambodedjo
13587,Marana,AZ,Pinal Airpark
13588,Marakei,Kiribati,Marakei
13589,Manizales,Colombia,La Nubia
13590,Metz,France,Metz-Nancy Metz-Frescaty
13591,Minj,Papua New Guinea,Minj
13592,Manzanillo,Cuba,Sierra Maestra International
13593,Mazar-I-Sherif,Afghanistan,Mawlana Jalaluddin Muhammad Balkhi
13594,Mazatlan,Mexico,General Rafael Buelna International
13595,Marion,IN,Marion Municipal
13596,Pottstown,PA,Pottstown Municipal
13597,Robbinsville,NJ,Trenton-Robbinsville
13598,Narrabri,Australia,Narrabri
13599,North Adams,MA,Harriman-and-West
13600,Nagpur,India,Dr. Baba Saheb Ambedkar International
13601,Nakhon Ratchasima,Thailand,Nakhon Ratchasima
13602,Nadi,Fiji,Nadi International
13603,Nanchong,China,Nanchong
13604,Naples,Italy,Capodichino
13605,Nassau,The Bahamas,Lynden Pindling International
13606,Natal,Brazil,Augusto Severo
13607,Napuka Islnd,French Polynesia,Napuka
13609,Star Harbour,Solomon Islands,Nana
13610,Nambaiyufa,Papua New Guinea,Nambaiyufa
13611,Naberevnye Chelny,Russia,Begishevo
13612,New Orleans,LA,New Orleans NAS JRB
13613,Newburgh,NY,Newburgh
13614,Bangkok,Thailand,Suvarnabhumi International
13616,Nairobi,Kenya,Nairobi Jomo Kenyatta International
13617,Glenview,IL,Glenview NAS
13618,Guantanamo,Cuba,Guantanamo Bay NS
13619,Gastonia,NC,Gastonia Municipal
13620,Smithfield,NC,Johnston Regional
13621,Shelby,NC,Shelby-Cleveland County Regional
13622,Currituck,NC,Currituck County Regional
13623,Kenansville,NC,Duplin County
13624,North Caicos,Turks and Caicos Islands,North Caicos International
13625,Nice,France,Nice Cote D Azur
13626,Nachingwea,Tanzania,Nachingwea
13627,Necocli,Colombia,Necocli
13628,Newcastle,United Kingdom,Newcastle
13629,Chenega,AK,Chenega Bay
13630,North Kingstown,RI,Quonset State Air Reserve National Guard Helipad
13631,Subic Bay,Philippines,Cubi Point NAS
13632,Marietta,GA,Dobbins ARB
13633,Newcastle,South Africa,Newcastle
13634,Nicoya,Costa Rica,Miguel Angel Castillo Zumbado
13635,Nukus,Uzbekistan,Nukus
13636,Annecy,France,Annecy Meythet
13637,Kindred,ND,Robert Odegaard Field
13638,Nouadhibou,Mauritania,Nouadhibou
13639,Nanded,India,Nanded
13641,Ndjamena,Chad,Hassan Djamous
13642,Ndele,Central African Republic,Ndele
13643,Nador,Morocco,El Aroui International
13644,Cuxhaven,Germany,Nordholz-Spieka
13645,Gothenburg,NE,Gothenburg Municipal
13646,Blair,NE,Blair Municipal
13647,Brunswick,GA,Glynco NAS
13648,Negril,Jamaica,Negril
13650,Lakehurst,NJ,Lakehurst/Maxfield Field
13651,Neryungri,Russia,Neryungri
13652,New Bight,The Bahamas,New Bight
13653,Sam Neua,Laos,Samneua
13654,Nevis,Saint Kitts and Nevis,Vance Winkworth Amory
13655,New Orleans,LA,Lakefront
13656,Fallon,NV,Fallon NAS
13657,Young,Australia,Young
13658,Ningbo,China,Lishe
13659,Grand Canyon,AZ,North Rim
13660,Anegada,British Virgin Islands,Auguste George
13661,N'Gaoundere,Cameroon,N'Gaoundere
13662,Kaneohe,HI,Kaneohe Bay MCAS
13663,Guam,TT,Agana NAS
13664,Nagoya,Japan,Nagoya
13665,Corpus Christi,TX,Corpus Christi NAS
13666,Nagasaki,Japan,Nagasaki
13667,Norfolk,VA,Norfolk NS
13668,Alameda,CA,Alameda NAS
13669,Nha-Trang,Vietnam,Nha Trang
13670,Dubai,United Arab Emirates,Minhad AB
13671,Patuxent River,MD,Patuxent River NAS
13672,Northolt,United Kingdom,RAF Northolt
13673,Nuku Hiva,French Polynesia,Nuku Hiva Fr.Poly.
13674,Brunswick,ME,Brunswick Executive
13675,Nimba,Liberia,Nimba
13676,Nikolai,AK,Nikolai
13677,Nicosia,Cyprus,Nicosia
13678,Niblack,AK,Niblack
13679,Nikunau,Kiribati,Nikunau
13680,Niamey,Niger,Diori Hamani
13681,Ninilchik,AK,Ninilchik
13682,Jacksonville,FL,Jacksonville NAS
13683,Niort,France,Niort
13684,Nioro,Mali,Nioro
13685,Berlin,NJ,Camden County
13686,West Creek,NJ,Eagles Nest
13687,Atsugi,Japan,Atsugi NAF
13688,Nizhnevartovsk,Russia,Nizhnevartovsk
13689,El Centro,CA,El Centro NAF
13690,Nkan,Gabon,Nkan
13691,Nouakchott,Mauritania,Nouakchott
13692,Nanjing,China,Lukou
13693,Naukiti,AK,Naukiti
13694,Nagoya,Japan,Chubu Centrair International
13695,Nankina,Papua New Guinea,Nankina
13696,Nkongsamba,Cameroon,Nkongsamba
13697,Cherry Point,NC,Cherry Point MCAS
13698,Nichen Cove,AK,Nichin Cove Seaplane Base
13699,Diego Garcia,British Indian Ocean Territory,Diego Garcia Nsf
13700,San Diego,CA,Miramar MCAS
13701,Ndola,Zambia,Ndola
13702,Lemoore,CA,Lemoore NAS
13703,Nuevo Laredo,Mexico,Quetzalcoatl International
13704,Nelson Lagoon,AK,Nelson Lagoon
13705,Norfolk Island,Australia,Norfolk Island
13706,Kinshasa,Congo (Kinshasa),N'Dolo
13707,Nelspruit,South Africa,Nelspruit
13708,Nicholson,Australia,Nicholson Station
13709,Norman's Cay,The Bahamas,Norman's Cay
13710,Nightmute,AK,Nightmute
13711,San Miguel,Panama,San Miguel
13712,Kenitra,Morocco,Kenitra
13713,Nanning,China,Wuxu
13714,Naknek,AK,Naknek
13715,Nondalton,AK,Nondalton
13716,Nanuque,Brazil,Nanuque
13717,Nanyang,China,Nanyang East
13718,Nowra,Australia,Nowra
13719,Connaught,Ireland,Ireland West Knock
13720,Nogales,Mexico,Nogales International
13721,Nonouti,Kiribati,Nonouti
13722,Mactan Island,Philippines,Nab
13723,Nordfjordur,Iceland,Nordfjordur
13724,Nossi-Be,Madagascar,Fascene
13725,Novato,CA,Gnoss Field
13726,Noumea,New Caledonia,Noumea La Tontouta
13727,Huambo,Angola,Huambo
13728,Pensacola,FL,Pensacola NAS
13729,Napier,New Zealand,Napier
13730,New Plymouth,New Zealand,New Plymouth
13731,Newport,RI,Newport State
13732,Millington,TN,Millington Regional Jetport
13733,Kingsville,TX,Kingsville NAS
13734,Neuquen,Argentina,Presidente Peron
13736,Key West,FL,Key West NAS
13737,Newquay,United Kingdom,Newquay
13738,Narrandera,Australia,Narrandera
13739,Mayport,FL,Mayport NS
13740,Afton,OK,Grand Lake Regional
13741,Norrkoping,Sweden,Kungsangen
13742,North Ronaldsay,United Kingdom,North Ronaldsay
13743,Ceiba,PR,Roosevelt Roads NAS
13744,Tokyo,Japan,Narita International
13745,Noosa,Australia,Noosa Aust.
13746,Bimini,The Bahamas,North Seaplane Base
13747,Milton,FL,Whiting Field NAS North
13748,Camp Springs,MD,Joint Base Andrews
13749,Yaounde,Cameroon,Yaounde Nsimalen
13750,Merritt Island,FL,NASA Shuttle Landing Facility
13751,Nelson,New Zealand,Nelson
13752,Scone,Australia,Scone
13753,Nakhon Si Thammarat,Thailand,Nakhon Si Thammarat
13754,Sigonella,Italy,Sigonella
13755,Snap Lake,Canada,Snap Lake Mine/Debeers
13756,Port Hueneme,CA,Point Mugu NAS
13757,Nantes,France,Nantes Atlantique
13758,Newcastle,Australia,Williamtown
13759,Normanton,Australia,Normanton
13760,Santo Antao,Cape Verde,Santo Antao
13761,Wajima,Japan,Noto
13762,Monterrey,Mexico,Del Norte International
13763,Oceana,VA,Oceana NAS
13764,Sun City,South Africa,Pilanesberg International
13765,Nuremberg,Germany,Nuernberg
13766,Nuguria,Papua New Guinea,Nuguria
13767,Nuiqsut,AK,Nuiqsut
13768,Nulato,AK,Nulato
13769,Pensacola,FL,Saufley Field NOLF
13770,Nunapitchuk,AK,Nunapitchuk
13771,Mountain View,CA,Moffett Federal Airfield
13772,Whidbey Island,WA,Whidbey Island NAS
13773,Overton,NV,Perkins Field
13774,Neiva,Colombia,Benito Salas
13775,Nevada,MO,Nevada Municipal
13776,Narvik,Norway,Narvik
13777,Navegantes,Brazil,Ministro Victor Konder International
13778,Norwich,United Kingdom,Norwich
13780,Willow Grove,PA,Willow Grove NAS JRB
13781,Kingston,NY,Kingston Ulster
13782,Fulton,NY,Oswego County
13783,Oneonta,NY,F and F Airpark Inc
13784,New York,NY,New York City Metropolitan Area
13785,Yuma,AZ,Yuma MCAS/Yuma International
13786,Nykoping,Sweden,Skavsta
13787,Nyaung-U,Burma,Bagan
13788,Jacksonville,FL,Cecil
13789,Santa Ana,CA,El Toro MCAS
13790,South Weymouth,MA,South Weymouth NAS
13791,San Diego,CA,North Island NAS
13792,Redding,CA,Benton Field
13793,Orange,Australia,Orange
13794,Bagram,Afghanistan,Bagram
13795,Jacksonville/Camp Lejeune,NC,Albert J Ellis
13796,Oakland,CA,Metropolitan Oakland International
13797,Oamaru,New Zealand,Oamaru
13798,Olanchito,Honduras,El Arrayan
13799,Oaxaca,Mexico,Xoxocotlan International
13801,Obock,Djibouti,Obock
13802,Oberpfaffenhofen,Germany,Oberpfaffenhofen
13803,Obihiro,Japan,Obihiro
13804,Aubenas,France,Aubenas
13805,Oakland,MD,Garrett County
13806,Kobuk,AK,Kobuk
13808,Ocean City,MD,Ocean City Municipal
13809,Ocala,FL,Ocala International-Jim Taylor Field
13810,Nacogdoches,TX,Nacogdoches A L Mangham Jr Regional
13811,Oceanic,AK,Thumb Bay
13812,Ocho Rios,Jamaica,Boscobel
13813,Oceanside,CA,Bob Maxwell Memorial Airfield
13814,Washington,NC,Washington Warren
13815,Ouadda,Central African Republic,Ouadda
13816,Cordoba,Spain,Cordoba
13817,Oodnadatta,Australia,Oodnadatta
13818,Odense,Denmark,Odense
13819,Oakland,MD,Oakland
13820,Odessa,Ukraine,Odessa International
13821,Oak Harbor,WA,A.J. Eisenberg
13822,Oecusse,Timor-Leste,Oecusse
13823,Oernskoeldsvik,Sweden,Ornskoldsvik
13824,Omaha,NE,Offutt AFB
13825,Norfolk,NE,Norfolk Regional/Karl Stefan Memorial Field
13826,Ofu,TT,Ofu
13827,Ogallala,NE,Searle Field
13828,Orangeburg,SC,Orangeburg Municipal
13829,Ogden,UT,Ogden-Hinckley
13830,Kahului,HI,Kahului
13831,Yonaguni,Japan,Yonaguni
13832,Ogdensburg,NY,Ogdensburg International
13833,Washington Court House,OH,Fayette County
13834,Bellefontaine,OH,Bellefontaine Regional
13835,Chillicothe,OH,Ross County
13836,Marysville,OH,Union County
13837,Cincinnati,OH,Cincinnati - Blue Ash
13838,Ravenna,OH,Portage County
13839,Kent,OH,Kent State University
13840,Ohakea,New Zealand,Ohakea
13841,Northeast Cape,AK,Northeast Cape AFS
13842,Ohrid,Macedonia,Ohrid
13843,Oshakati,Namibia,Oshakati
13844,Wyk Auf Fohr,Germany,Wyk Auf Foehr
13845,Norwich,NY,Eaton
13846,Oshima Islands,Japan,Oshima
13847,Oita,Japan,Oita
13848,Olathe,KS,Johnson County Executive
13850,Okinawa,Japan,Naha
13851,Oklahoma City,OK,Will Rogers World
13852,Sapporo,Japan,Okadama
13853,Okayama,Japan,Okayama
13854,Kokomo/Logansport/Peru,IN,Kokomo Municipal
13855,Okondja,Gabon,Okondja
13856,Tokyo,Japan,Yokota AB
13857,Yorke Island,Australia,Yorke Island
13858,Oakey,Australia,Oakey
13859,Orland,Norway,Orland
13860,Olbia,Italy,Olbia Costa Smeralda
13861,Olean,NY,Cattaraugus County-Olean
13862,Wolf Point,MT,L. M. Clayton
13863,Old Harbor,AK,Old Harbor
13864,Olafsvik,Iceland,Rif
13865,Olympia,WA,Olympia Regional
13866,Olomouc,Czech Republic,Olomouc
13867,Olympic Dam,Australia,Olympic Dam
13868,Nogales,AZ,Nogales International
13869,Columbus,NE,Columbus Municipal
13870,Olive Branch,MS,Olive Branch
13871,Omaha,NE,Eppley Airfield
13872,Omboue,Gabon,Omboue
13873,Nome,AK,Nome
13874,Urmieh,Iran,Uromiyeh
13876,Omak,WA,Omak
13877,Omkalai,Papua New Guinea,Omkalai
13878,Mostar,Bosnia and Herzegovina,Mostar
13879,Oradea,Romania,Oradea
13880,Omsk,Russia,Omsk Tsentralny
13881,Winona,MN,Winona Municipal/Max Conrad Field
13882,Ondangwa,Namibia,Ondangwa
13883,Mornington Island,Australia,Mornington Island
13884,Oneonta,NY,Oneonta Municipal
13885,Odate Noshiro,Japan,Odate Noshiro
13886,O'Neill,NE,The O'Neill Municipal-John L. Baker Field
13887,Socorro,NM,Socorro Municipal
13888,Onion Bay,AK,Onion Bay
13889,Ontario,OR,Ontario Municipal
13890,Newport,OR,Newport Municipal
13891,Ontario,CA,Ontario International
13892,Colon,Panama,Enrique A Jimenez
13893,Cobol,AK,Cobol Alaska/Scaled/
13894,Toksook,AK,Toksook Bay
13895,Gold Coast,Australia,Gold Coast
13896,Cooma,Australia,Cooma
13898,Miami,FL,Miami Opa Locka Executive
13899,Ophir,AK,Ophir
13900,Porto,Portugal,Porto
13901,McDonald Lake,AK,McDonald Lake
13902,Bible Camp,AK,Bible Camp
13903,Cinder River Lodge,AK,Cinder River Lodge
13905,Lemesurier Island,AK,Lemesurier Island
13906,Tracy Arm,AK,Tracy Arm
13908,Vrems,AK,Vrems
13909,Akolik,AK,Akolik
13910,Mels,AK,Mels
13911,Meshik,AK,Meshik
13912,Telaquana Lake,AK,Telaquana Lake
13913,Chelatna Lake Lodge,AK,Chelatna Lake Lodge
13914,Pumice,AK,Pumice
13915,Port Alsworth,AK,Points Alsworth
13916,Twin Lakes,AK,Twin Lakes
13917,Sandy,AK,Sandy
13919,Waterkloof,South Africa,Waterkloof AFB
13920,Shirleyville,AK,Shirleyville
13921,Doug Carney Strip,AK,Doug Carney Strip
13922,Shisholik,AK,Shisholik
13923,Sivinuvik,AK,Camp Sivinuvik
13924,American Creek,AK,American Creek
13925,Grants Pass,OR,Grants Pass
13926,Gleneden,OR,Siletz Bay State
13927,Florence,OR,Florence Municipal
13928,Orebro,Sweden,Orebro
13929,Orocue,Colombia,Orocue
13930,Chicago,IL,Chicago O'Hare International
13931,Norfolk,VA,Norfolk International
13932,Paramaribo,Suriname,Zorg en Hoop
13933,Worcester,MA,Worcester Regional
13934,Port Lions,AK,Port Lions
13935,Cork,Ireland,Cork
13936,Orlando,FL,Executive
13937,Oran,Algeria,Ahmed Benbella
13939,Orapa,Botswana,Orapa
13940,Northway,AK,Northway
13941,Oruro,Bolivia,Juan Mendoza
13942,Noorvik,AK,Robert/Bob/Curtis Memorial
13943,Paris,France,Paris Orly
13944,Orange Walk,Belize,Orange Walk
13945,Osaka,Japan,Osaka Metropolitan Area
13946,Osage Beach,MO,Grand Glaize - Osage Beach
13947,Oscoda,MI,Oscoda-Wurtsmith
13948,Ostersund,Sweden,Are Ostersund
13949,Oshkosh,WI,Wittman Regional
13950,Osijek,Croatia,Osijek
13951,Oskarshamn,Sweden,Oskarshamn
13952,Oslo,Norway,Gardermoen
13953,Mosul,Iraq,Mosul International
13954,Osan,South Korea,Osan AB
13955,Slupsk,Poland,Redzikowo
13956,Ostrava,Czech Republic,Mosnov
13957,Ostend,Belgium,Oostende
13958,Columbus,OH,Ohio State University
13959,Kosciusko,MS,Kosciusko/Attala County
13960,Namsos,Norway,Namsos
13961,Koszalin,Poland,Zegrze Pomorskie
13962,Contadora,Panama,Raul Arias Espinoza
13963,Worthington,MN,Worthington Municipal
13964,North Bend/Coos Bay,OR,Southwest Oregon Regional
13965,Ottumwa,IA,Ottumwa Regional
13966,Bucharest,Romania,Henri Coanda
13967,Coto 47,Costa Rica,Coto 47
13968,Anacortes,WA,Anacortes
13969,Otu,Colombia,Otu
13970,Kotzebue,AK,Ralph Wien Memorial
13971,Ouagadougou,Burkina Faso,Ouagadougou
13972,Oujda,Morocco,Angads International
13973,Ouesso,Congo (Brazaville),Ouesso
13974,Oudtshoorn,South Africa,Oudtshoorn
13975,Oulu,Finland,Oulu
13976,Norman,OK,University of Oklahoma/Max Westheimer
13977,Batouri,Cameroon,Batouri
13978,Bekily,Madagascar,Bekily
13979,Novosibirsk,Russia,Tolmachevo
13980,Asturias,Spain,Asturias
13981,Oroville,CA,Oroville Municipal
13982,Owatonna,MN,Owatonna Degner Regional
13983,Owensboro,KY,Owensboro Daviess County Regional
13984,Norwood,MA,Norwood Memorial
13986,Bissau,Guinea-Bissau,Osvaldo Vieira
13987,Waterbury,CT,Waterbury Oxford
13988,Oxnard/Ventura,CA,Oxnard
13989,Knoxville,IA,Knoxville Municipal
13990,Goya,Argentina,Goya
13991,Oyem,Gabon,Oyem
13992,Oiapoque,Brazil,Oiapoque
13993,Tres Arroyos,Argentina,Tres Arroyos
13994,Yosemite National Park,CA,Yosemite National Park
13995,Ozona,TX,Ozona Municipal
13996,Ozamis City,Philippines,Misamis
13997,Zaporozhye,Ukraine,Zaporizhzhia International
13998,Moron,Spain,Moron AB
13999,Ozark,AL,Cairns AAF
14000,Montrose,PA,Husky Haven
14001,Bedford,PA,Bedford County
14002,Pa-An,Burma,Hpa An
14003,Paderborn,Germany,Paderborn/Lippstadt
14004,Everett,WA,Snohomish County
14005,Pagadian,Philippines,Pagadian
14006,Paducah,KY,Barkley Regional
14007,Hanapepe,HI,Port Allen
14009,Panama City,FL,Tyndall AFB
14010,Pattani,Thailand,Pattani
14011,Palo Alto,CA,Palo Alto
14012,Port-au-Prince,Haiti,Port Au Prince International
14013,Palmer,AK,Palmer Buddy Woods Municipal
14014,Paris,France,Paris Metropolitan Area
14015,Paros,Greece,Paros
14016,Patna,India,Jai Prakash Narayan International Patna
14017,Paulo Alfonso,Brazil,Paulo Afonso
14018,Port-de-Paix,Haiti,Port-de-Paix
14019,Pamol,Malaysia,Tungud/Pamol
14020,Poza Rica,Mexico,Tajin
14021,Point Barrow,AK,Point Barrow LRRS
14022,Puebla,Mexico,Hermanos Serdan International
14023,Porbandar,India,Porbandar
14024,Pine Bluff,AR,Pine Bluff Regional Grider Field
14025,Plattsburgh,NY,Plattsburgh International
14026,Paro,Bhutan,Paro International
14027,West Palm Beach/Palm Beach,FL,Palm Beach International
14028,Pack Creek,AK,Pack Creek
14029,Puerto Cabello,Venezuela,General Bartolome Salom
14030,Zanderij,Suriname,Johan A. Pengel International
14031,Porto Amboim,Angola,Porto Amboim
14032,Paraburdoo,Australia,Paraburdoo
14033,Puerto Barrios,Guatemala,Puerto Barrios
14034,Pikeville,KY,Pike County Hatcher Field
14036,Plettenberg Bay,South Africa,Plettenberg Bay
14037,Portage Creek,AK,Portage Creek
14038,Puerto Rico,Colombia,Puerto Rico
14039,Prairie Du Chien,WI,Prairie Du Chien Municipal
14040,Painter Creek,AK,Painter Creek
14041,Paso Caballos,Guatemala,Paso Caballos
14042,Porcupine Creek,AK,Porcupine Creek
14043,Pucallpa,Peru,Captain FAP David Abensur Rengifo International
14044,Princeton,NJ,Princeton
14045,Puerto Inirida,Colombia,Puerto Inirida
14046,Pedro Bay,AK,Pedro Bay
14047,Mueo,New Caledonia,Mueo Nickel
14048,Padang,Indonesia,Tabing
14050,Atlanta,GA,Dekalb Peachtree
14051,Ponta Delgada,Portugal,Ponta Delgada
14052,Maldonado,Uruguay,Capitan Corbeta C. A. Curbelo International
14053,Piedras Negras,Mexico,Piedras Negras International
14054,Pendleton,OR,Eastern Oregon Regional at Pendleton
14055,Paysandu,Uruguay,Tydeo Larre Borges International
14056,Plovdiv,Bulgaria,Plovdiv
14057,Portland,OR,Portland International
14058,Pedernales,Venezuela,Pedernales
14059,Las Malvinas,Peru,Las Malvinas
14060,Puerto Jose,Peru,Andoas
14061,Penneshaw,Australia,Penneshaw
14062,Pelican,AK,Pelican Seaplane Base
14063,Perm,Russia,Bolshoe Savino
14064,Perugia,Italy,Perugia S Francesco
14065,Pereira,Colombia,Matecana
14066,Beijing,China,Capital International
14067,Puerto Maldonado,Peru,Padre Aldamiz
14068,Bayan Lepas,Malaysia,Penang International
14069,Progreso,Honduras,Progreso
14070,Pecos City,TX,Pecos Municipal
14071,Perth,Australia,Perth International
14072,Pelotas,Brazil,Pelotas
14073,Puerto Lempira,Honduras,Puerto Lempira
14074,Peshawar,Pakistan,Bacha Khan International
14075,Paf Warren,AK,Paf Warren
14076,Passo Fundo,Brazil,Passo Fundo
14077,Port Frederick,AK,Port Frederick
14078,Panama City,FL,Bay County
14079,Pafos,Cyprus,Pafos International
14080,Ilebo,Congo (Kinshasa),Ilebo
14081,Page,AZ,Page Municipal
14082,Punta Gorda,FL,Punta Gorda
14083,Perpignan,France,Perpignan Rivesaltes
14084,Pantnagar,India,Pantnagar
14085,Chitato,Angola,Chitato
14086,Pangkalpinang,Indonesia,Depati Amir
14087,Pascagoula,MS,Jackson County
14088,Port Graham,AK,Port Graham
14089,Pagosa Springs,CO,Stevens Field
14091,Peach Springs,AZ,Peach Springs Dirt Strip
14092,Greenville,NC,Pitt Greenville
14093,Phan Rang,Vietnam,Phan Rang
14094,Parnaiba,Brazil,Parnaiba
14095,Port Harcourt,Nigeria,Port Harcourt
14096,New Philadelphia,OH,Harry Clever Field
14097,Port Hedland,Australia,Port Hedland International
14098,Newport News/Williamsburg,VA,Newport News/Williamsburg International
14099,Pinheiro,Brazil,Pinheiro
